API 10/UWI,OFS Region,State/Province,County/Parish,District,Land/Offshore,Contractor Name,Rig Name/Number,Draw Works,Rated HP,Power Type,Mobility,Operator Name,Lease Name,Well Number,Spud Date,Rig Latitude (WGS84),Rig Longitude (WGS84),Permit Number,Permit Approval Date,Permit Posted Date,Permit Depth,Permit Type,Well Type,Drill Type,Field,Formation,Formation Depth,Section,Township,Range,Block,Survey,Abstract,H2S Area,Contractor Contact,Contractor phone,Contractor Email,Contractor Address,Contractor City,Contractor State,Contractor Zip,Contractor Website,Operator Contact,Operator Phone,Operator Address,Operator City,Operator State,Operator Zip,Temporary Location,Directions to Location,Rig ID
4238936634,PERMIAN BASIN,Texas,REEVES (TX),8,land,Scandrill,Scan Star,Oilwell  840-E,1500,SCR,Walking,ENERGEN RESOURCES CORPORATION,VICTORY STATE UNIT 54-14-19,706H,5/20/2018,31.6062862,-103.6561569,833959,3/29/2018,3/29/2018,11500,NewDrill,OIL & GAS,H,PHANTOM,WOLFCAMP,0,14,,,54 T4S,"T&P RR CO/MC GRAW, W J",5077,YES,Torrey Mosvold,(903) 597-5368,tmosvold@scandrill.com,9395 Hwy 2767,Tyler,TX,75708,http://www.scandrill.com,VONDA FREEMAN,2053262700,3510 N A ST BLDGS A AND B ,MIDLAND,TX,79705,N,"1. Head east on E 6th St toward S Cedar St (Distance: 75.5 feet, Est. Time: 0:00:05); 2. Turn left at the 1st cross street onto S Cedar St/US Hwy 285 NContinue to follow US Hwy 285 N (Distance: 15.8 miles, Est. Time: 0:17:49); 3. Turn left (Distance: 1.0 miles, Est. Time: 0:05:16); 4. Turn right (Distance: 1.1 miles, Est. Time: 0:03:34); Total Distance: 17.8 miles, Total Est. Time: 0:26:44; Rig is located 0.4 miles to the S.",1428
4249533806,PERMIAN BASIN,Texas,WINKLER (TX),8,land,Scandrill,Scan Texas,Oilwell  840-E,1500,SCR,Walking,ENERGEN RESOURCES CORPORATION,UL 20 STRIPES 38-47,603H,4/19/2018,31.6712461,-103.2800108,823968,1/12/2018,,12500,NewDrill,OIL & GAS,H,PHANTOM,WOLFCAMP,0,38,,,20,UL,33,YES,Torrey Mosvold,(903) 597-5368,tmosvold@scandrill.com,9395 Hwy 2767,Tyler,TX,75708,http://www.scandrill.com,VONDA FREEMAN,2053262700,3510 N A ST BLDGS A AND B ,MIDLAND,TX,79705,N,"1. Head south toward E Winkler St (Distance: 262.5 feet, Est. Time: 0:00:10); 2. Turn right at the 1st cross street onto E Winkler St (Distance: 164.0 feet, Est. Time: 0:00:18); 3. Turn right at the 1st cross street onto S Poplar St (Distance: 380.6 feet, Est. Time: 0:00:33); 4. Turn left at the 1st cross street onto E Austin St (Distance: 0.6 miles, Est. Time: 0:01:42); 5. Turn left onto TX-115 (Distance: 13.2 miles, Est. Time: 0:14:25); 6. Turn right onto Little Joe Rd (Distance: 2.8 miles, Est. Time: 0:09:46); 7. Turn right (Distance: 0.5 miles, Est. Time: 0:01:33); 8. Turn right (Distance: 2.5 miles, Est. Time: 0:07:32); 9. Turn left (Distance: 1.0 miles, Est. Time: 0:03:14); 10. Turn left (Distance: 0.3 miles, Est. Time: 0:00:53); 11. Slight left (Distance: 0.6 miles, Est. Time: 0:01:52); 12. Turn right (Distance: 0.3 miles, Est. Time: 0:01:13); 13. Turn left (Distance: 1.1 miles, Est. Time: 0:03:27); Total Distance: 23.1 miles, Total Est. Time: 0:46:38; Rig is located 0.7 miles to the SW.",1429
4242332413,ARKLATEX,Texas,SMITH (TX),6,land,Scandrill,Scan Victory,Oilwell  840-E,1500,SCR,Walking,"ELM GROVE PRODUCTION, LLC",ALLEN-HAESLEY (ALLOCATION) UNIT,1H,5/21/2018,32.2559757,-95.0172516,839554,5/18/2018,5/2/2018,12500,NewDrill,OIL & GAS,H,"CHAPEL HILL,WILDCAT",COTTON VALLEY,11363,,,,,"MASON, J",694,NO,Torrey Mosvold,(903) 597-5368,tmosvold@scandrill.com,9395 Hwy 2767,Tyler,TX,75708,http://www.scandrill.com,AUSTIN KOBLE,2813187540,1177 ENCLAVE PARKWAY SUITE 250 ,HOUSTON,TX,77077,N,"1. Head south on N Broadway Ave toward E Erwin St (Distance: 0.3 miles, Est. Time: 0:01:42); 2. Turn left onto E Front St (Distance: 1.5 miles, Est. Time: 0:03:45); 3. Turn right onto TX-124 Loop E (Distance: 1.5 miles, Est. Time: 0:03:30); 4. Turn left onto TX-64 E/E 5th StContinue to follow TX-64 E (Distance: 13.7 miles, Est. Time: 0:14:49); 5. Turn left onto County Rd 248 (Distance: 0.5 miles, Est. Time: 0:01:02); 6. Turn right onto County Rd 251 (Distance: 1.8 miles, Est. Time: 0:02:57); Total Distance: 19.4 miles, Total Est. Time: 0:27:45; Rig is located 603.6 feet to the N.",1431
4249534026,PERMIAN BASIN,Texas,WINKLER (TX),8,land,Savanna Energy Services,Savanna 415,Crown 650-SD,650,MECH,,"BLACKBEARD OPERATING, LLC",SEALY-SMITH FOUNDATION 'B',105,5/27/2018,31.727219,-102.9587452,834572,5/18/2018,,7000,NewDrill,OIL & GAS,V,"MONAHANS, NORTH",CLEARFORK,0,70,,,A,GMMB&A,55,NO,David Domingue,,ddomingue@savannaenergy.com,,,,,http://www.savannaenergy.com,VALARIE MOSS,4322420050,201 W WALL STREET SUITE 900 ,MIDLAND,TX,79701,N,"1. Head south toward E Winkler St (Distance: 262.5 feet, Est. Time: 0:00:10); 2. Turn right at the 1st cross street onto E Winkler St (Distance: 164.0 feet, Est. Time: 0:00:18); 3. Turn left at the 1st cross street onto TX-18 S/S Poplar StContinue to follow TX-18 SPass by Dairy Queen Store (on the right in 0.2 mi) (Distance: 10.8 miles, Est. Time: 0:12:13); 4. Turn left onto Co Rd 404 (Distance: 4.6 miles, Est. Time: 0:05:17); Total Distance: 15.5 miles, Total Est. Time: 0:17:58; Rig is located 0.3 miles to the S.",1433
4250136883,PERMIAN BASIN,Texas,YOAKUM (TX),8A,land,Savanna Energy Services,Savanna 417,Crown 650-SD,650,MECH,,OCCIDENTAL PERMIAN LTD.,BENNETT RANCH UNIT,4416,6/1/2018,33.0797803,-102.7309657,831799,10/17/2017,10/10/2017,5800,NewDrill,INJECTION,D,WASSON,NOT REPORTED,0,679,,,D,"GIBSON, J H / PATTON, C",567,YES,David Domingue,,ddomingue@savannaenergy.com,,,,,http://www.savannaenergy.com,RONI MATHEW,(713)366-5716,ATTN KELLEY MONTGOMERY PO BOX 4294,HOUSTON,TX,77210,N,"1. Head east on US-380 E/US-82 E toward 10th StPass by Lowe's (on the right) (Distance: 4.6 miles, Est. Time: 0:04:50); 2. Turn right onto Ranch Rd 435 (Distance: 7.1 miles, Est. Time: 0:07:20); Total Distance: 11.7 miles, Total Est. Time: 0:12:10; Rig is located 1.8 miles to the E.",1434
4238937087,PERMIAN BASIN,Texas,REEVES (TX),8,land,Savanna Energy Services,Savanna 643,Rigmaster E80-AC,1200,SCR,,DIAMONDBACK E&P LLC,WARLANDER,503WA,5/20/2018,31.3478619,-103.2118824,839223,4/30/2018,4/24/2018,11558,NewDrill,OIL & GAS,H,PHANTOM,WOLFCAMP,10558,16,,,C4,"PSL/KEARNEY, M",5842,YES,David Domingue,,ddomingue@savannaenergy.com,,,,,http://www.savannaenergy.com,ASHLEY BERGEN,(432)221-7456,500 W TEXAS AVE STE 1200 ,MIDLAND,TX,79701,N,"1. Head east on E 6th St toward S Cedar St (Distance: 75.5 feet, Est. Time: 0:00:05); 2. Turn right at the 1st cross street onto S Cedar St/US Hwy 285 SContinue to follow US Hwy 285 S (Distance: 3.2 miles, Est. Time: 0:07:29); 3. Turn left onto FM 1450 E (Distance: 16.3 miles, Est. Time: 0:16:04); 4. Turn left (Distance: 1.2 miles, Est. Time: 0:03:58); 5. Turn left (Distance: 0.7 miles, Est. Time: 0:02:24); 6. Continue straight (Distance: 0.6 miles, Est. Time: 0:02:12); 7. Turn right (Distance: 0.3 miles, Est. Time: 0:01:29); Total Distance: 22.3 miles, Total Est. Time: 0:33:41; Rig is located 0.4 miles to the E.",1445
4238340162,PERMIAN BASIN,Texas,REAGAN (TX),7C,land,"Patterson-UTI Drilling Company, LLC",Patterson 260,ALTA RIG SYSTEMS 1513-AC,1500,AC,Walking,"PARSLEY ENERGY OPERATIONS, LLC",TAYLOR 45 AND 33,4307RH,5/21/2018,31.4909903,-101.6285365,836298,2/15/2018,2/13/2018,9700,NewDrill,OIL & GAS,H,SPRABERRY,WOLFBERRY TREND,0,45,,,B,L&SV RR CO,305,NO,Tonia Bredel,281-765-7100,Tonia.Bredel@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,MONNA COLEMAN,(432)818-2100,303 COLORADO STE 3000 ,AUSTIN,TX,78701,N,"1. Head west on E 2nd St toward N Plaza Ave (Distance: 0.4 miles, Est. Time: 0:01:14); 2. Turn right onto State Hwy 137/TX-137 N (Distance: 12.3 miles, Est. Time: 0:11:59); 3. Turn left onto TX-137 N (Distance: 13.0 miles, Est. Time: 0:12:23); 4. Turn left onto Aldwell Ranch Rd (Distance: 1.6 miles, Est. Time: 0:02:46); 5. Turn right (Distance: 0.4 miles, Est. Time: 0:02:02); Total Distance: 27.7 miles, Total Est. Time: 0:30:24; Rig is located 680.8 feet to the NE.",2039
4248333962,MID-CON,Texas,WHEELER (TX),10,land,"Xtreme Drilling, Inc.",Xtreme 23,Rig Master E80 AC,1500,AC,Skid,"4P ENERGY TEXAS, LLC",E. R. BLOCKER 504,504H,5/18/2018,35.4164845,-100.1179638,834928,5/9/2018,5/9/2018,10800,NewDrill,OIL & GAS,H,MILLS RANCH,GRANITE WASH (UNDEFINED),0,4,,,L,"LINDSEY, J M",461,NO,Jeremiah Jones,281-994-4600,jjones@xdccorp.com,9811 Katy Freewy Ste 225,Houston,TX,77024,http://www.xtremedrillingcorp.com,JAMES CLARK,3032900990,100 ST PAUL ST STE 400 ,DENVER,CO,80206,N,"1. Head south on S Sweetwater St toward E Oklahoma Ave (Distance: 59.1 feet, Est. Time: 0:00:07); 2. Turn left at the 1st cross street onto TX-152 E/E Oklahoma Ave (Distance: 8.9 miles, Est. Time: 0:09:32); 3. Turn right onto FM592 (Distance: 2.0 miles, Est. Time: 0:02:19); 4. Turn right onto County Rd N (Distance: 0.3 miles, Est. Time: 0:00:49); Total Distance: 11.3 miles, Total Est. Time: 0:12:47; Rig is located 597.4 feet to the N.",1997
4205134135,GULF COAST,Texas,BURLESON (TX),3,land,"Patterson-UTI Drilling Company, LLC",Patterson 331,Alta AC,1500,AC,Walking,"WILDHORSE RESOURCES MNGT CO, LLC",MCBEE BOXWOOD UNIT EB,1H,5/24/2018,30.5829544,-96.5087761,836120,2/12/2018,2/8/2018,9000,NewDrill,OIL,H,AGUILA VADO,EAGLEFORD,8950,,,,,"RALEIGH, W",47,NO,Tonia Bredel,281-765-7100,Tonia.Bredel@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,TONY VILLASANA,(713)568-4910,PO BOX 79588 ,HOUSTON,TX,77279,N,"1. Head northwest on S Echols St toward W Buck St (Distance: 62.3 feet, Est. Time: 0:00:07); 2. Turn right after Prosperity Bank (on the right) (Distance: 0.3 miles, Est. Time: 0:01:45); 3. Turn left onto S Green StPass by Dairy Queen (on the right) (Distance: 1131.9 feet, Est. Time: 0:00:47); 4. Turn right onto TX-21 E/Presidential Corridor E (Distance: 11.0 miles, Est. Time: 0:10:17); 5. Turn right onto FM 50 S (Distance: 2.8 miles, Est. Time: 0:02:56); 6. Turn right onto Co Rd 257 (Distance: 1.5 miles, Est. Time: 0:05:26); 7. Continue straight (Distance: 88.6 feet, Est. Time: 0:00:05); Total Distance: 15.8 miles, Total Est. Time: 0:21:23; Rig is located 0.8 miles to the NE.",2050
4210933202,PERMIAN BASIN,Texas,CULBERSON (TX),8,land,"Patterson-UTI Drilling Company, LLC",Patterson 258,NOV DSGD-375,1000,AC,Walking,CHEVRON U. S. A. INC.,HAY ALEX 16/21,0044WD,5/30/2018,31.9717242,-104.0646319,831166,12/14/2017,12/14/2017,12000,NewDrill,OIL & GAS,H,"FORD, WEST",WOLFCAMP,0,9,,,58 T1S,T&P RR CO,2643,YES,Stephanie Schwab,281-765-7100,stephanie.schwab@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,DORIAN FUENTES,8662121212,6301 DEAUVILLE BLVD ,MIDLAND,TX,79706,N,"1. Head east on W Broadway St toward La Caverna St (Distance: 52.5 feet, Est. Time: 0:00:03); 2. Turn left onto TX-54 N/La Caverna StContinue to follow TX-54 N (Distance: 54.9 miles, Est. Time: 0:51:29); 3. Slight right onto US-180 E/US-62 EEntering New Mexico (Distance: 48.7 miles, Est. Time: 0:42:45); 4. Turn right onto Black River Village Rd (Distance: 16.1 miles, Est. Time: 0:21:50); 5. Turn right onto Pecos Hwy/US Hwy 285 S (Distance: 16.0 miles, Est. Time: 0:17:26); 6. Turn rightEntering Texas (Distance: 0.4 miles, Est. Time: 0:02:26); 7. Continue straight (Distance: 2.8 miles, Est. Time: 0:10:24); Total Distance: 139.0 miles, Total Est. Time: 2:26:23; Rig is located 618.0 feet to the S.",2013
4246140670,PERMIAN BASIN,Texas,UPTON (TX),7C,land,"Patterson-UTI Drilling Company, LLC",Patterson 251,NOV DSGD-375,1000,AC,,"PIONEER NATURAL RES. USA, INC.",BROOK N-13D,104H,5/17/2018,31.5074402,-101.9189869,830926,11/28/2017,9/13/2017,10500,NewDrill,OIL & GAS,H,SPRABERRY,WOLFBERRY TREND,0,13,,,N,HE&WT RR CO,243,NO,Tonia Bredel,281-765-7100,Tonia.Bredel@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,KIM BRAND,9729694051,ATTN WELDON PIERSON 5205 N O'CONNOR BLVD SUITE 200,IRVING,TX,75039,N,"1. Head southwest on Railroad Ave toward Main St (Distance: 511.8 feet, Est. Time: 0:00:21); 2. Turn right at the 1st cross street onto Main St (Distance: 0.7 miles, Est. Time: 0:02:34); 3. Continue onto TX-349 N (Distance: 20.8 miles, Est. Time: 0:18:22); 4. Turn right onto Farm to Market 2401 E (Distance: 1.2 miles, Est. Time: 0:01:32); 5. Turn right (Distance: 2.0 miles, Est. Time: 0:06:58); Total Distance: 24.8 miles, Total Est. Time: 0:29:47; Rig is located 0.4 miles to the E.",2031
4232941885,PERMIAN BASIN,Texas,MIDLAND (TX),8,land,"Patterson-UTI Drilling Company, LLC",Patterson 252,ALTA RIG SYSTEMS 1513-AC,1500,AC,Walking,"PIONEER NATURAL RES. USA, INC.",BAUMANN E16R,118H,5/16/2018,31.9495246,-102.001359,829604,9/18/2017,8/6/2017,10500,NewDrill,OIL & GAS,H,SPRABERRY,TREND AREA,0,16,,,38 T2S,"T&P RR CO/PORTER, D",1381,NO,Tonia Bredel,281-765-7100,Tonia.Bredel@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,VANESSA LOPEZ,9729694051,ATTN WELDON PIERSON 5205 N O'CONNOR BLVD SUITE 200,IRVING,TX,75039,N,"1. Head south on S Big Spring St toward W Missouri Ave (Distance: 0.6 miles, Est. Time: 0:01:25); 2. Turn left onto W Florida Ave (Distance: 387.1 feet, Est. Time: 0:00:30); 3. Continue straight onto TX-158 BUS E/W Florida AveContinue to follow TX-158 BUS E (Distance: 2.4 miles, Est. Time: 0:05:28); 4. Continue onto TX-158 E (Distance: 2.1 miles, Est. Time: 0:02:53); 5. Turn right onto S County Rd 1150 (Distance: 154.2 feet, Est. Time: 0:00:07); 6. Continue onto FM1213 S/Ranch Rd 1213 (Distance: 1.6 miles, Est. Time: 0:01:54); Total Distance: 6.7 miles, Total Est. Time: 0:12:17; Rig is located 0.5 miles to the W.",2032
4246140763,PERMIAN BASIN,Texas,UPTON (TX),7C,land,"Patterson-UTI Drilling Company, LLC",Patterson 253,NOV DSGD-375,1000,AC,Walking,"PIONEER NATURAL RES. USA, INC.",NORTH BROOK NE45T,20H,6/1/2018,31.5657938,-101.8625388,835537,3/13/2018,1/23/2018,10580,NewDrill,OIL & GAS,H,SPRABERRY,WOLFBERRY TREND,0,45,,,38 T5S,T&P RR CO,419,NO,Tonia Bredel,281-765-7100,Tonia.Bredel@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,KIM BRAND,9729694051,ATTN WELDON PIERSON 5205 N O'CONNOR BLVD SUITE 200,IRVING,TX,75039,N,"1. Head southwest on Railroad Ave toward Main St (Distance: 511.8 feet, Est. Time: 0:00:21); 2. Turn right at the 1st cross street onto Main St (Distance: 0.7 miles, Est. Time: 0:02:34); 3. Continue onto TX-349 N (Distance: 20.8 miles, Est. Time: 0:18:22); 4. Turn right onto Farm to Market 2401 E (Distance: 5.0 miles, Est. Time: 0:05:04); 5. Turn left onto Co Rd 125 (Distance: 1.7 miles, Est. Time: 0:05:27); 6. Turn right (Distance: 0.7 miles, Est. Time: 0:02:35); Total Distance: 29.0 miles, Total Est. Time: 0:34:23; Rig is located 0.8 miles to the SE.",2033
4231741242,PERMIAN BASIN,Texas,MARTIN (TX),8,land,"Patterson-UTI Drilling Company, LLC",Patterson 254,NOV DSGD-375,1000,AC,Walking,"PARSLEY ENERGY OPERATIONS, LLC",STRAIN RANCH 13B-24B-A,4301H,5/21/2018,32.2579744,-101.8253324,835588,1/31/2018,1/24/2018,9584,NewDrill,OIL & GAS,H,SPRABERRY,WOLFBERRY TREND,0,12,,,36 T1N,"T&P RR CO/WOOTEN, R W",670,NO,Tonia Bredel,281-765-7100,Tonia.Bredel@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,JOHNNETHAN WASHINGTON,(432)818-2100,303 COLORADO STE 3000 ,AUSTIN,TX,78701,N,"1. Head north on St Mary St toward N Front St (Distance: 72.2 feet, Est. Time: 0:00:03); 2. Turn left at the 1st cross street onto I-20BL W/N Front St (Distance: 0.8 miles, Est. Time: 0:01:50); 3. Turn right onto TX-137 N (Distance: 9.1 miles, Est. Time: 0:09:55); 4. Turn right (Distance: 1.0 miles, Est. Time: 0:03:44); Total Distance: 11.0 miles, Total Est. Time: 0:15:32; Rig is located 1116.5 feet to the N.",2034
4238340145,PERMIAN BASIN,Texas,REAGAN (TX),7C,land,"Patterson-UTI Drilling Company, LLC",Patterson 255,ALTA RIG SYSTEMS 1513-AC,1500,AC,Walking,"PARSLEY ENERGY OPERATIONS, LLC",LUCY LINDSAY 1-36-H,4415H,5/29/2018,31.4004967,-101.6637294,835808,2/14/2018,2/14/2018,9220,NewDrill,OIL & GAS,H,SPRABERRY,TREND AREA,0,1,,,M,TC RR CO,468,NO,Tonia Bredel,281-765-7100,Tonia.Bredel@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,JOHNNETHAN WASHINGTON,(432)818-2100,303 COLORADO STE 3000 ,AUSTIN,TX,78701,N,"1. Head west on US-67 S/E 2nd St toward N Plaza AveContinue to follow US-67 S (Distance: 9.8 miles, Est. Time: 0:10:08); 2. Turn right onto Best Ln N (Distance: 13.7 miles, Est. Time: 0:16:43); 3. Turn left onto Hartgrove Rd (Distance: 1.0 miles, Est. Time: 0:03:43); 4. Turn left (Distance: 0.3 miles, Est. Time: 0:01:19); Total Distance: 24.9 miles, Total Est. Time: 0:31:53; Rig is located 601.8 feet to the W.",2035
4210933231,PERMIAN BASIN,Texas,CULBERSON (TX),8,land,"Patterson-UTI Drilling Company, LLC",Patterson 256,ALTA RIG SYSTEMS 1513-AC,1500,AC,Walking,CONOCOPHILLIPS COMPANY,TWISTER STATE,1H,5/26/2018,31.955612,-104.028762,833288,11/20/2017,11/15/2017,10000,NewDrill,OIL & GAS,H,"FORD, WEST",WOLFCAMP,9900,23,,,58 T1,T&P RR CO,2650,YES,Tonia Bredel,281-765-7100,Tonia.Bredel@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,MAXINE MADISON,2812065363,ATTN AMY JOHNSON EC3 10 W286 600 N DAIRY ASHFORD,HOUSTON,TX,77079,N,"1. Head east on W Broadway St toward La Caverna St (Distance: 52.5 feet, Est. Time: 0:00:03); 2. Turn left onto TX-54 N/La Caverna StContinue to follow TX-54 N (Distance: 54.9 miles, Est. Time: 0:51:29); 3. Slight right onto US-180 E/US-62 E (Distance: 27.8 miles, Est. Time: 0:25:06); 4. Turn right onto RM 652 E (Distance: 252.6 feet, Est. Time: 0:00:08); 5. Slight right to stay on RM 652 E (Distance: 41.5 miles, Est. Time: 0:42:30); 6. Turn left onto US Hwy 285 N (Distance: 10.6 miles, Est. Time: 0:10:56); 7. Turn left onto Co Rd 454 (Distance: 1.5 miles, Est. Time: 0:05:32); 8. Turn left (Distance: 498.7 feet, Est. Time: 0:00:26); Total Distance: 136.4 miles, Total Est. Time: 2:16:10; Rig is located 665.0 feet to the W.",2036
4210933182,PERMIAN BASIN,Texas,CULBERSON (TX),8,land,"Patterson-UTI Drilling Company, LLC",Patterson 220,NOV ADS-10SD,1500,AC,Walking,THREE RIVERS OPER CO III LLC,OATMAN UNIT 33-40,3H,5/18/2018,31.6395753,-104.0628609,831195,5/11/2018,5/11/2018,10500,NewDrill,OIL & GAS,H,"FORD, WEST",WOLFCAMP,0,45,,,45,"PSL/DODSON, C B",724,YES,Angela M. Nelson,281-765-7100,Angela.Nelson@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,ANNE MANESS,5126003190,5301 SOUTHWEST PARKWAY STE 400 ,AUSTIN,TX,78735,N,"1. Head east on W Broadway St toward La Caverna St (Distance: 1177.8 feet, Est. Time: 0:00:39); 2. Continue straight to stay on W Broadway St (Distance: 0.4 miles, Est. Time: 0:01:06); 3. Turn right onto Ross Dr (Distance: 1122.0 feet, Est. Time: 0:00:58); 4. Turn left to merge onto I-10 E (Distance: 45.8 miles, Est. Time: 0:38:24); 5. Keep left at the fork to continue on I-20 E, follow signs for Interstate 20 E/Ft Worth/Dallas (Distance: 37.6 miles, Est. Time: 0:30:55); 6. Take exit 37 for I-20 E toward Pecos (Distance: 469.2 feet, Est. Time: 0:00:08); 7. Continue onto I-20BL (Distance: 0.3 miles, Est. Time: 0:00:34); 8. Turn left to stay on I-20BL (Distance: 183.7 feet, Est. Time: 0:00:10); 9. Turn right onto I-20BL W (Distance: 0.4 miles, Est. Time: 0:00:40); 10. Turn left onto Farm to Market 2119 (Distance: 25.2 miles, Est. Time: 0:26:22); 11. Continue onto Farm to Market 2119 (Distance: 10.1 miles, Est. Time: 0:10:06); Total Distance: 120.4 miles, Total Est. Time: 1:50:02; Rig is located 0.5 miles to the NE.",2100
4247537458,PERMIAN BASIN,Texas,WARD (TX),8,land,"Patterson-UTI Drilling Company, LLC",Patterson 228,NOV ADS-10SD,1500,AC,,ABRAXAS PETROLEUM CORPORATION,GREASEWOOD,301H,5/24/2018,31.6273421,-103.1635907,836393,3/5/2018,2/14/2018,11800,NewDrill,OIL,H,PHANTOM,WOLFCAMP,0,94,,,F,G&MMB&A,48,YES,Angela M. Nelson,281-765-7100,Angela.Nelson@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,SCARLET HOLGUIN,(210)490-4788,18803 MEISNER DR ,SAN ANTONIO,TX,78258,N,"1. Head west on I-20BL W/E Sealy Ave toward N Main AveContinue to follow I-20BL W (Distance: 4.0 miles, Est. Time: 0:05:37); 2. Keep right at the fork, follow signs for I-20 W and merge onto I-20 W (Distance: 10.0 miles, Est. Time: 0:08:20); 3. Take exit 66 for TX-115/Farm to Market 1927 toward Pyote/Kermit (Distance: 0.3 miles, Est. Time: 0:00:39); 4. Turn right onto TX-115 N (Distance: 6.1 miles, Est. Time: 0:06:53); 5. Turn left (Distance: 0.5 miles, Est. Time: 0:02:03); 6. Turn right (Distance: 0.9 miles, Est. Time: 0:03:46); Total Distance: 21.8 miles, Total Est. Time: 0:27:18; Rig is located 936.2 feet to the E.",2101
4232942139,PERMIAN BASIN,Texas,MIDLAND (TX),8,land,"Patterson-UTI Drilling Company, LLC",Patterson 244,Alta Rig 1513,1500,AC,Walking,"PERMIAN DEEP ROCK OIL CO., LLC",BULLDOG,H140UX,4/24/2018,31.9757084,-102.0476244,833684,3/27/2018,3/27/2018,11800,NewDrill,OIL & GAS,H,SPRABERRY,TREND AREA,0,12,,,39 T2S,"GARDNER, J E",662,NO,Angela M. Nelson,281-765-7100,Angela.Nelson@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,DEBBIE WHITING,(432)682-6685,PO BOX 11405 ,MIDLAND,TX,79702,N,"1. Head south on S Big Spring St toward W Missouri Ave (Distance: 0.6 miles, Est. Time: 0:01:25); 2. Turn left onto W Florida Ave (Distance: 387.1 feet, Est. Time: 0:00:30); 3. Continue straight to stay on W Florida Ave (Distance: 0.8 miles, Est. Time: 0:01:54); 4. Turn right onto S Lamesa Rd (Distance: 0.9 miles, Est. Time: 0:01:45); 5. Continue onto County Rd 1180 (Distance: 1043.3 feet, Est. Time: 0:00:19); 6. Turn left to stay on County Rd 1180 (Distance: 787.4 feet, Est. Time: 0:00:28); 7. Turn right onto I-20 Frontage E (Distance: 0.5 miles, Est. Time: 0:00:50); Total Distance: 3.3 miles, Total Est. Time: 0:07:11; Rig is located 0.3 miles to the S.",2102
4238340160,PERMIAN BASIN,Texas,REAGAN (TX),7C,land,Frontier Drilling LLC,Frontier 19,National 110-UE,1500,SCR,Skid,XTO ENERGY INC.,SHERROD 16-0914,0914AH,5/23/2018,31.5319165,-101.7477322,836174,2/9/2018,2/8/2018,10700,NewDrill,OIL & GAS,H,SPRABERRY,WOLFBERRY TREND,10500,21,,,C,L&SV RR CO,313,NO,Jerry Brown,435-722-3140,jerryb@frontierdrilling.net,2685 West 2000 St.,Roosevelt,UT,84066,http://www.frontierdrilling.net,JESSICA BONILLA,8178853463,ATTN ALAN CODY 810 HOUSTON STREET,FORT WORTH,TX,76102,N,"1. Head west on E 2nd St toward N Plaza Ave (Distance: 0.4 miles, Est. Time: 0:01:14); 2. Turn right onto State Hwy 137/TX-137 N (Distance: 12.3 miles, Est. Time: 0:11:59); 3. Turn left onto TX-137 N (Distance: 18.3 miles, Est. Time: 0:17:05); 4. Turn left onto FM1357 (Distance: 5.8 miles, Est. Time: 0:06:19); 5. Keep left to continue toward Byrd Rd (Distance: 961.3 feet, Est. Time: 0:00:56); 6. Continue onto Byrd Rd (Distance: 2.6 miles, Est. Time: 0:04:33); Total Distance: 39.6 miles, Total Est. Time: 0:42:06; Rig is located 812.1 feet to the S.",1687
